"ID","NAME","EXTERNAL ID","DATA CENTER","STATUS"
"a990q0000008bdVAAQ","btl08101403","btl08101403","","Item Updated"
"a990q0000008bdWAAQ","btl090102201","btl090102201","","Item Updated"
"a990q0000008bdXAAQ","btl09032601","btl09032601","","Item Updated"
"a990q0000008bdYAAQ","btl09050101","btl09050101","","Item Updated"
"a990q0000008ct0AAA","btl09080302","btl09080302","WCP data centre","Item Created"
"a990q0000008bdZAAQ","BTL09080303","BTL09080303","","Item Updated"
"a990q0000008bdaAAA","BTL09080304","BTL09080304","","Item Updated"
"a990q0000008bdbAAA","BTL09080305","BTL09080305","","Item Updated"
"a990q0000008bdcAAA","BTL09080306","BTL09080306","","Item Updated"
"a990q0000008bddAAA","BTL09080307","BTL09080307","","Item Updated"
"a990q0000008bdeAAA","BTL09080308","BTL09080308","WCP data centre","Item Updated"
"a990q0000008bdfAAA","btl09080309.hq","btl09080309.hq","","Item Updated"
"a990q0000008bdgAAA","BTL09080311","BTL09080311","","Item Updated"
"a990q0000008bdhAAA","BTL09080312","BTL09080312","","Item Updated"
"a990q0000008bdiAAA","BTL09080315","BTL09080315","WCP Data Center","Item Updated"
"a990q0000008bdjAAA","BTL11060101","BTL11060101","WCP Data Center","Item Updated"
"a990q0000008bdkAAA","btl11060103","btl11060103","","Item Updated"
"a990q0000008bdlAAA","BTL12010601","BTL12010601","","Item Updated"
"a990q0000008bdmAAA","BTL12010602","BTL12010602","","Item Updated"
"a990q0000008bdnAAA","BTL12022901","BTL12022901","WCP Data Center","Item Updated"
"a990q0000008bdoAAA","btl12022902.hq","btl12022902.hq","","Item Updated"
"a990q0000008bdpAAA","BTL12022903","BTL12022903","WCP Data Center","Item Updated"
"a990q0000008bdqAAA","BURTT-SH560","BURTT-SH560","","Item Updated"
"a990q0000008bdrAAA","cag01","cag01","","Item Updated"
"a990q0000008bdsAAA","cag02","cag02","","Item Updated"
"a990q0000008bdtAAA","cag03","cag03","","Item Updated"
"a990q0000008bduAAA","cag04","cag04","","Item Updated"
"a990q0000008bdvAAA","cag07","cag07","","Item Updated"
"a990q0000008bdwAAA","cag08","cag08","","Item Updated"
"a990q0000008bdxAAA","CAL-05-RB-INT9350-001","CAL-05-RB-INT9350-001","WCP Data Center","Item Updated"
"a990q0000008bdyAAA","CAL-05-RB-INT9350-002","CAL-05-RB-INT9350-002","WCP Data Center","Item Updated"
"a990q0000008bdzAAA","cal-05-sh1260-prim.hq","cal-05-sh1260-prim.hq","WCP Data Center","Item Updated"
"a990q0000008be0AAA","cal-05-sh5055-prim.hq","cal-05-sh5055-prim.hq","WCP Data Center","Item Updated"
"a990q0000008be1AAA","CAL-WCPFW-01","CAL-WCPFW-01","","Item Updated"
"a990q0000008be2AAA","CALBCPLRS203","CALBCPLRS203","","Item Updated"
"a990q0000008be3AAA","capl001","capl001","WCP Data Center","Item Updated"
"a990q0000008be4AAA","capl002","capl002","Rogers CoLo Data Center","Item Updated"
"a990q0000008be5AAA","CDD001","CDD001","Rogers CoLo Data Center","Item Updated"
"a990q0000008be6AAA","cdd001b","cdd001b","Rogers CoLo Data Center","Item Updated"
"a990q0000008be7AAA","cdd001c","cdd001c","","Item Updated"
"a990q0000008be8AAA","CDD002","CDD002","WCP Data Center","Item Updated"
"a990q0000008be9AAA","cdd002b","cdd002b","","Item Updated"
"a990q0000008beAAAQ","cdd002c","cdd002c","","Item Updated"
"a990q0000008beBAAQ","CDSSMTP001PD","CDSSMTP001PD","","Item Updated"
"a990q0000008beCAAQ","CDSXCHM001PD","CDSXCHM001PD","","Item Updated"
"a990q0000008beDAAQ","cf2-vcenter-01.hq","cf2-vcenter-01.hq","","Item Updated"
"a990q0000008beEAAQ","cf2-vsql-01.hq","cf2-vsql-01.hq","","Item Updated"
"a990q0000008beFAAQ","cfs015","cfs015","","Item Updated"
"a990q0000008beGAAQ","cfs015.hq","cfs015.hq","","Item Updated"
"a990q0000008beHAAQ","CGAAPP1018PD","CGAAPP1018PD","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008beIAAQ","CGAAPP708PD","CGAAPP708PD","","Item Updated"
"a990q0000008beJAAQ","CGAAPP726PP","CGAAPP726PP","","Item Updated"
"a990q0000008beKAAQ","CGAAPP727PP","CGAAPP727PP","","Item Updated"
"a990q0000008beLAAQ","CGAAPP728PP","CGAAPP728PP","","Item Updated"
"a990q0000008beMAAQ","CGAAPP729PP","CGAAPP729PP","","Item Updated"
"a990q0000008beNAAQ","CGAAPP730PP","CGAAPP730PP","","Item Updated"
"a990q0000008beOAAQ","CGAAPP731PP","CGAAPP731PP","","Item Updated"
"a990q0000008bePAAQ","CGAAPP798PD","CGAAPP798PD","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008beQAAQ","CGAAPP799PD","CGAAPP799PD","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008beRAAQ","CGAAPP802PD","CGAAPP802PD","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008beSAAQ","CGAAPP812PD","CGAAPP812PD","","Item Updated"
"a990q0000008beTAAQ","CGAAPP813PD","CGAAPP813PD","","Item Updated"
"a990q0000008beUAAQ","CGAAPP912TS","CGAAPP912TS","","Item Updated"
"a990q0000008beVAAQ","CGADC01","CGADC01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008ct3AAA","CGADC01-New","CGADC01-New","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008beWAAQ","CGADC02","CGADC02","","Item Updated"
"a990q0000008beXAAQ","CGADFS803PD","CGADFS803PD","","Item Updated"
"a990q0000008beYAAQ","CGADFS804PD","CGADFS804PD","","Item Updated"
"a990q0000008beZAAQ","CGADHCP01","CGADHCP01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008beaAAA","CGADHCP801PD","CGADHCP801PD","","Item Updated"
"a990q0000008bebAAA","CGADMIN001NP","CGADMIN001NP","","Item Updated"
"a990q0000008becAAA","CGADMIN001PD","CGADMIN001PD","","Item Updated"
