ruledefaultname,monitorInstance,time,minvalue,avgvalue,maxvalue,server,serverid,metric,type,external id,unit
Percent Memory Used,_self,2017-11-10T12:00:00Z,85.91270305,88.33383005,94.19539887,ARSJWUG01.hq.huskyenergy.com,ARSJWUG01,Memory Utilization,Baseline,ARSJWUG01.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,38.98262407,46.30153501,56.39174333,BTL09032605.hq.huskyenergy.com,BTL09032605,Memory Utilization,Baseline,BTL09032605.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,95.02861896,95.48211634,97.32662383,CDSXCHM001PD,CDSXCHM001PD,Memory Utilization,Baseline,CDSXCHM001PD-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,54.48719599,55.79593328,60.02979605,CGADHCP01.hq.huskyenergy.com,CGADHCP01,Memory Utilization,Baseline,CGADHCP01.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,11.0449243,11.43032828,14.4874015,CGANWR1151PD.hq.huskyenergy.com,CGANWR1151PD,Memory Utilization,Baseline,CGANWR1151PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,39.25115002,40.18305561,42.25440908,CGCAPP1154TS.hq.huskyenergy.com,CGCAPP1154TS,Memory Utilization,Baseline,CGCAPP1154TS.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,18.51585169,21.82099523,31.01008776,CGCNWR843PD.hq.huskyenergy.com,CGCNWR843PD,Memory Utilization,Baseline,CGCNWR843PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,60.41044559,69.0473897,88.50035145,CGCSQL444PD.hq.huskyenergy.com,CGCSQL444PD,Memory Utilization,Baseline,CGCSQL444PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,48.18767699,51.47347262,56.90445329,cgwapp011pd.hq.huskyenergy.com,cgwapp011pd,Memory Utilization,Baseline,cgwapp011pd.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,46.6250056,46.97381618,49.87243207,CGWAPP1072PD.hq.huskyenergy.com,CGWAPP1072PD,Memory Utilization,Baseline,CGWAPP1072PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,39.4220672,42.36021496,53.5837766,CGWAPP1078PD.hq.huskyenergy.com,CGWAPP1078PD,Memory Utilization,Baseline,CGWAPP1078PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,8.669417917,10.95621745,15.25363053,CGWAPP1117PD.hq.huskyenergy.com,CGWAPP1117PD,Memory Utilization,Baseline,CGWAPP1117PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,24.46081948,24.58289314,35.8930177,CGWAPP1142PD.hq.huskyenergy.com,CGWAPP1142PD,Memory Utilization,Baseline,CGWAPP1142PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,58.4327792,59.45059625,61.41145817,CGWAPP1194PD.hq.huskyenergy.com,CGWAPP1194PD,Memory Utilization,Baseline,CGWAPP1194PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,84.16698973,85.76782504,99.02951094,CGWAPP157PD.hq.huskyenergy.com,CGWAPP157PD,Memory Utilization,Baseline,CGWAPP157PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,75.40130719,79.97515842,90.34363969,CGWAPP188PD.hq.huskyenergy.com,CGWAPP188PD,Memory Utilization,Baseline,CGWAPP188PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,74.04644074,80.35781898,99.5361076,CGWAPP344PD.hq.huskyenergy.com,CGWAPP344PD,Memory Utilization,Baseline,CGWAPP344PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,70.64049388,73.33229059,88.54918223,CGWAPP372PD.hq.huskyenergy.com,CGWAPP372PD,Memory Utilization,Baseline,CGWAPP372PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,57.0777449,62.35391061,91.30812126,CGWAPP394PD.hq.huskyenergy.com,CGWAPP394PD,Memory Utilization,Baseline,CGWAPP394PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,49.15633293,51.14002942,59.97816026,CGWAPP440PD.hq.huskyenergy.com,CGWAPP440PD,Memory Utilization,Baseline,CGWAPP440PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,89.20663749,89.8171218,99.80464502,CGWAPP581PD,CGWAPP581PD,Memory Utilization,Baseline,CGWAPP581PD-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,83.8614274,86.73267723,99.59714607,CGWAPP610PD.hq.huskyenergy.com,CGWAPP610PD,Memory Utilization,Baseline,CGWAPP610PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,21.28478359,24.08441494,29.52497761,CGWAPP647PD,CGWAPP647PD,Memory Utilization,Baseline,CGWAPP647PD-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,71.67660821,73.92294618,99.92674985,CGWAPP697PD.hq.huskyenergy.com,CGWAPP697PD,Memory Utilization,Baseline,CGWAPP697PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,53.80715102,54.22322033,65.93521536,CGWAPP841PD.hq.huskyenergy.com,CGWAPP841PD,Memory Utilization,Baseline,CGWAPP841PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,23.58066109,35.47326811,70.22331446,CGWAPP895PD.hq.huskyenergy.com,CGWAPP895PD,Memory Utilization,Baseline,CGWAPP895PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,70.35807722,71.20777978,74.89959092,CGWAPP981PD.hq.huskyenergy.com,CGWAPP981PD,Memory Utilization,Baseline,CGWAPP981PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,40.05695962,56.7742719,99.90233313,CGWBTL013PD.hq.huskyenergy.com,CGWBTL013PD,Memory Utilization,Baseline,CGWBTL013PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,66.35010512,84.8111505,99.90232251,CGWBTL510PD.hq.huskyenergy.com,CGWBTL510PD,Memory Utilization,Baseline,CGWBTL510PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,33.8784581,39.54766778,46.64860818,CGWBTL852PD.hq.huskyenergy.com,CGWBTL852PD,Memory Utilization,Baseline,CGWBTL852PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,39.20231654,46.65674737,54.41394577,CGWBTL929PD.hq.huskyenergy.com,CGWBTL929PD,Memory Utilization,Baseline,CGWBTL929PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,21.43341146,21.82770928,24.18617182,CDSSMTP001PD.hq.huskyenergy.com,CDSSMTP001PD,Memory Utilization,Baseline,CDSSMTP001PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,74.14443109,74.38179991,76.31737314,CGAVDICB01.hq.huskyenergy.com,CGAVDICB01,Memory Utilization,Baseline,CGAVDICB01.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,42.75811883,42.99922081,43.38071127,CGCAPP1157DV.hq.huskyenergy.com,CGCAPP1157DV,Memory Utilization,Baseline,CGCAPP1157DV.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,23.20685246,23.22855464,25.42047435,cgcapp247pd,cgcapp247pd,Memory Utilization,Baseline,cgcapp247pd-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,92.0878819,92.77164519,97.41146753,CGCAPP589PD.hq.huskyenergy.com,CGCAPP589PD,Memory Utilization,Baseline,CGCAPP589PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,34.75747416,35.26107712,48.72406278,CGCKMS670PD.hq.huskyenergy.com,CGCKMS670PD,Memory Utilization,Baseline,CGCKMS670PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,53.43907594,53.59995067,54.05433112,CGCLFC327PD.hq.huskyenergy.com,CGCLFC327PD,Memory Utilization,Baseline,CGCLFC327PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,28.44141034,30.3213187,36.50121226,cgcscom354pd.hq.huskyenergy.com,cgcscom354pd,Memory Utilization,Baseline,cgcscom354pd.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,97.52800898,98.22043774,99.37742448,CGCVCS998PD.hq.huskyenergy.com,CGCVCS998PD,Memory Utilization,Baseline,CGCVCS998PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,56.90445329,60.77450663,67.79431948,CGHAPP990PD.hq.huskyenergy.com,CGHAPP990PD,Memory Utilization,Baseline,CGHAPP990PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,17.97067721,18.02255781,18.18125139,cgwapp005pd.hq.huskyenergy.com,cgwapp005pd,Memory Utilization,Baseline,cgwapp005pd.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,79.4670228,82.96514331,97.72940918,CGWAPP013TS.hq.huskyenergy.com,CGWAPP013TS,Memory Utilization,Baseline,CGWAPP013TS.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,24.94302833,25.04679092,28.44043784,CGWAPP1010PD.hq.huskyenergy.com,CGWAPP1010PD,Memory Utilization,Baseline,CGWAPP1010PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Percent Memory Used,_self,2017-11-10T12:00:00Z,59.26848718,69.23159104,97.60690153,CGWAPP1028PD.hq.huskyenergy.com,CGWAPP1028PD,Memory Utilization,Baseline,CGWAPP1028PD.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
