ruledefaultname,monitorInstance,time,minvalue,avgvalue,maxvalue,server,serverid,metric,type,external id,unit
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,36.57572174,44.32421792,87.88344574,awf005.hq.huskyenergy.com,awf005,CPU Utilization,Baseline,awf005.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,5.942340851,14.02753682,28.3977375,BTL09080308.hq.huskyenergy.com,BTL09080308,CPU Utilization,Baseline,BTL09080308.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,12.50259972,64.48354781,100,CWF195.hq.huskyenergy.com,CWF195,CPU Utilization,Baseline,CWF195.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,5.474452496,28.20599127,59.80838776,CWF217.hq.huskyenergy.com,CWF217,CPU Utilization,Baseline,CWF217.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,7.260052681,17.87060087,35.22360229,cwf310.hq.huskyenergy.com,cwf310,CPU Utilization,Baseline,cwf310.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,16.91205025,41.1326458,98.08982849,CXRELAY01.hq.huskyenergy.com,CXRELAY01,CPU Utilization,Baseline,CXRELAY01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,6.795971394,8.304674012,25.55929184,lirapp1.hq.huskyenergy.com,lirapp1,CPU Utilization,Baseline,lirapp1.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,5.584236145,12.57273233,23.31770897,SWF034.hq.huskyenergy.com,SWF034,CPU Utilization,Baseline,SWF034.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,52.72615433,56.55007807,67.52780914,SWF035.hq.huskyenergy.com,SWF035,CPU Utilization,Baseline,SWF035.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,44.06999588,64.20217471,99.12051392,CGWAPP1044PD.hq.huskyenergy.com,CGWAPP1044PD,CPU Utilization,Baseline,CGWAPP1044PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,47.02235031,55.18253994,76.79973602,CWF811.hq.huskyenergy.com,CWF811,CPU Utilization,Baseline,CWF811.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,12.43587685,12.43587685,26.71434402,SWF038.hq.huskyenergy.com,SWF038,CPU Utilization,Baseline,SWF038.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,72.38265991,75.39734014,97.85618591,SWF040.hq.huskyenergy.com,SWF040,CPU Utilization,Baseline,SWF040.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,12.20998478,68.51591372,91.15628052,ARSJMID01.hq.huskyenergy.com,ARSJMID01,CPU Utilization,Baseline,ARSJMID01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,15.27697563,56.4644537,93.16697693,ARSRWEB01.hq.huskyenergy.com,ARSRWEB01,CPU Utilization,Baseline,ARSRWEB01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,35.20453262,59.37162622,99.35470581,BTL08060203.hq.huskyenergy.com,BTL08060203,CPU Utilization,Baseline,BTL08060203.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,20.84681702,26.25470543,69.51483917,cgcapp246pd,cgcapp246pd,CPU Utilization,Baseline,cgcapp246pd-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,1.373633742,3.004759029,5.605286598,cgclea330pd.hq.huskyenergy.com,cgclea330pd,CPU Utilization,Baseline,cgclea330pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.350255966,9.727175891,15.91909409,CGCLSW424PD.hq.huskyenergy.com,CGCLSW424PD,CPU Utilization,Baseline,CGCLSW424PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,15.61100674,21.81609869,40.4438858,CGCLZM422PD.hq.huskyenergy.com,CGCLZM422PD,CPU Utilization,Baseline,CGCLZM422PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,46.8531456,60.32330926,74.38626862,CGCNWR843PD.hq.huskyenergy.com,CGCNWR843PD,CPU Utilization,Baseline,CGCNWR843PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,19.95009422,19.95009422,50.77786636,CGCSCOM760PD.hq.huskyenergy.com,CGCSCOM760PD,CPU Utilization,Baseline,CGCSCOM760PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,9.60601902,25.50576854,43.57481766,CGCSQL500PD.hq.huskyenergy.com,CGCSQL500PD,CPU Utilization,Baseline,CGCSQL500PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.118890285,20.09881253,81.21616364,CGWAPP124PD.hq.huskyenergy.com,CGWAPP124PD,CPU Utilization,Baseline,CGWAPP124PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.986483097,44.82362933,99.99736023,CGWAPP125PD.hq.huskyenergy.com,CGWAPP125PD,CPU Utilization,Baseline,CGWAPP125PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,46.87081528,80.25723743,99.99610138,CGWAPP155PD.hq.huskyenergy.com,CGWAPP155PD,CPU Utilization,Baseline,CGWAPP155PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,23.59230232,57.91710901,84.26142883,CGWAPP188PD.hq.huskyenergy.com,CGWAPP188PD,CPU Utilization,Baseline,CGWAPP188PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,14.25538063,17.98575433,28.76905251,ARSJLLDEV01.hq.huskyenergy.com,ARSJLLDEV01,CPU Utilization,Baseline,ARSJLLDEV01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,3.51876235,7.550196358,27.5691185,BTL09080315.hq.huskyenergy.com,BTL09080315,CPU Utilization,Baseline,BTL09080315.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,28.17431831,31.80988375,50.09523773,CTX022.hq.huskyenergy.com,CTX022,CPU Utilization,Baseline,CTX022.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,3.518557072,13.48014941,51.14452362,CWF205.hq.huskyenergy.com,CWF205,CPU Utilization,Baseline,CWF205.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,5.747002125,34.60246142,94.09301758,CWF264.hq.huskyenergy.com,CWF264,CPU Utilization,Baseline,CWF264.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,3.523402452,9.640877831,22.05368805,CWF322.hq.huskyenergy.com,CWF322,CPU Utilization,Baseline,CWF322.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,2.529335022,15.7162628,54.46219635,CWF330.hq.huskyenergy.com,CWF330,CPU Utilization,Baseline,CWF330.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,4.27298069,8.453225538,20.60733604,CWF744.hq.huskyenergy.com,CWF744,CPU Utilization,Baseline,CWF744.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,100,100,100,ltx001.hq.huskyenergy.com,ltx001,CPU Utilization,Baseline,ltx001.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,9.293494225,15.9137373,38.50725555,SWF012.hq.huskyenergy.com,SWF012,CPU Utilization,Baseline,SWF012.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,1.511324048,1.511324048,1.511324048,CGCAPP839TS.hq.huskyenergy.com,CGCAPP839TS,CPU Utilization,Baseline,CGCAPP839TS.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,8.045976639,29.19773412,67.81626892,CWF792.hq.huskyenergy.com,CWF792,CPU Utilization,Baseline,CWF792.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,46.20389938,55.86866341,100,CWF809.hq.huskyenergy.com,CWF809,CPU Utilization,Baseline,CWF809.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,33.2560997,35.17255936,44.56059647,STX008.hq.huskyenergy.com,STX008,CPU Utilization,Baseline,STX008.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,21.95816803,40.68438488,71.28966522,ARSJSCOM01.hq.huskyenergy.com,ARSJSCOM01,CPU Utilization,Baseline,ARSJSCOM01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,19.59495544,32.1785866,67.7861557,CDSSMTP001PD.hq.huskyenergy.com,CDSSMTP001PD,CPU Utilization,Baseline,CDSSMTP001PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.60690403,30.14599125,88.53365326,cgcapp247pd,cgcapp247pd,CPU Utilization,Baseline,cgcapp247pd-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,40.43605423,42.723128,61.20470047,CGCAPP379PD,CGCAPP379PD,CPU Utilization,Baseline,CGCAPP379PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,2.874379158,18.48454638,54.61024094,CGCAPP441PD.hq.huskyenergy.com,CGCAPP441PD,CPU Utilization,Baseline,CGCAPP441PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.756016254,50.82269605,98.73157501,CGCSAP296PD.hq.huskyenergy.com,CGCSAP296PD,CPU Utilization,Baseline,CGCSAP296PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.155780792,26.09808338,49.52976227,CGCSSO479PD.hq.huskyenergy.com,CGCSSO479PD,CPU Utilization,Baseline,CGCSSO479PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,40.30039597,51.85386817,99.35094452,CGCVCS998PD.hq.huskyenergy.com,CGCVCS998PD,CPU Utilization,Baseline,CGCVCS998PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,43.70143509,56.33342012,89.74328613,CGWAPP014PD.hq.huskyenergy.com,CGWAPP014PD,CPU Utilization,Baseline,CGWAPP014PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,100,100,100,CGWAPP154PD.hq.huskyenergy.com,CGWAPP154PD,CPU Utilization,Baseline,CGWAPP154PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.248097897,48.11043665,86.11982727,CGWAPP231PD.hq.huskyenergy.com,CGWAPP231PD,CPU Utilization,Baseline,CGWAPP231PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.615424633,10.41742833,22.39166451,CGWAPP241NP.hq.huskyenergy.com,CGWAPP241NP,CPU Utilization,Baseline,CGWAPP241NP.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,39.99943161,52.8133653,86.65953827,CGWAPP248PD.hq.huskyenergy.com,CGWAPP248PD,CPU Utilization,Baseline,CGWAPP248PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,27.88231659,41.43729591,50.74332047,ctx021.hq.huskyenergy.com,ctx021,CPU Utilization,Baseline,ctx021.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,52.29704666,59.21432228,78.47438049,cwf080.hq.huskyenergy.com,cwf080,CPU Utilization,Baseline,cwf080.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,16.38057327,16.38057327,33.94190598,CWF342.hq.huskyenergy.com,CWF342,CPU Utilization,Baseline,CWF342.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,13.70345879,19.61800639,35.08247757,swf031.hq.huskyenergy.com,swf031,CPU Utilization,Baseline,swf031.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,6.385416508,18.8061467,51.21733856,CTX201.hq.huskyenergy.com,CTX201,CPU Utilization,Baseline,CTX201.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,33.71178436,39.9916544,50.94270706,STX009.hq.huskyenergy.com,STX009,CPU Utilization,Baseline,STX009.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,47.85599136,47.85599136,59.12730026,SWF046.hq.huskyenergy.com,SWF046,CPU Utilization,Baseline,SWF046.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,7.377475262,28.89984484,65.12883759,ARDRDC01.hq.huskyenergy.com,ARDRDC01,CPU Utilization,Baseline,ARDRDC01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,4.477438927,5.711047933,20.85749817,ARSJAPP02DV.hq.huskyenergy.com,ARSJAPP02DV,CPU Utilization,Baseline,ARSJAPP02DV.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,17.31995392,25.7964797,46.19477844,ARSJSQL01.hq.huskyenergy.com,ARSJSQL01,CPU Utilization,Baseline,ARSJSQL01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,52.66156387,53.5790062,85.28520203,ARSRDC01.hq.huskyenergy.com,ARSRDC01,CPU Utilization,Baseline,ARSRDC01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,13.55627346,38.46875906,86.77461243,CGADC01.hq.huskyenergy.com,CGADC01,CPU Utilization,Baseline,CGADC01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,1.107881188,9.669999659,26.88606262,CGCAPP1157DV.hq.huskyenergy.com,CGCAPP1157DV,CPU Utilization,Baseline,CGCAPP1157DV.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,17.16067314,21.45068232,38.37940979,CGCAPP504PD.hq.huskyenergy.com,CGCAPP504PD,CPU Utilization,Baseline,CGCAPP504PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.539587021,27.17375345,41.95330048,CGCAPP648PD,CGCAPP648PD,CPU Utilization,Baseline,CGCAPP648PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,7.162565231,26.59647989,63.21901703,CGCAPP674PD.hq.huskyenergy.com,CGCAPP674PD,CPU Utilization,Baseline,CGCAPP674PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.73870182,26.13927969,67.20787811,CGCBES257PD.hq.huskyenergy.com,CGCBES257PD,CPU Utilization,Baseline,CGCBES257PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,10.36854172,10.36854172,10.36854172,CGCLCA332PD.hq.huskyenergy.com,CGCLCA332PD,CPU Utilization,Baseline,CGCLCA332PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,11.08735275,13.67028681,19.94859505,CGCLSB329PD.hq.huskyenergy.com,CGCLSB329PD,CPU Utilization,Baseline,CGCLSB329PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.186038017,17.03867235,52.88078308,cgcscom354pd.hq.huskyenergy.com,cgcscom354pd,CPU Utilization,Baseline,cgcscom354pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,21.39560127,29.52128887,62.90983963,CGCSCOM556PD.hq.huskyenergy.com,CGCSCOM556PD,CPU Utilization,Baseline,CGCSCOM556PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,9.038507462,17.05770683,32.37870789,CGCSCOM759PD.hq.huskyenergy.com,CGCSCOM759PD,CPU Utilization,Baseline,CGCSCOM759PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,14.30210114,29.02222415,85.7020874,CGCSQL355PD.hq.huskyenergy.com,CGCSQL355PD,CPU Utilization,Baseline,CGCSQL355PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,86.14421844,89.22180176,95.17314911,CGCSQL490PD.hq.huskyenergy.com,CGCSQL490PD,CPU Utilization,Baseline,CGCSQL490PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,53.40572357,57.52287059,87.05657959,CGWAPP189PD.hq.huskyenergy.com,CGWAPP189PD,CPU Utilization,Baseline,CGWAPP189PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,25.61196136,32.42657769,45.3732338,CGWAPP245PD.hq.huskyenergy.com,CGWAPP245PD,CPU Utilization,Baseline,CGWAPP245PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,14.08985424,18.7606144,30.66871452,ARSJCSSTG01.hq.huskyenergy.com,ARSJCSSTG01,CPU Utilization,Baseline,ARSJCSSTG01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,14.53618622,18.72768752,30.57654381,ARSJLLDEV02.hq.huskyenergy.com,ARSJLLDEV02,CPU Utilization,Baseline,ARSJLLDEV02.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,40.79749298,47.37230682,88.85437775,cwf053.hq.huskyenergy.com,cwf053,CPU Utilization,Baseline,cwf053.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,5.157479286,22.40334617,49.85036469,CWF242.hq.huskyenergy.com,CWF242,CPU Utilization,Baseline,CWF242.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,3.02662921,9.575594854,26.85736465,cwf263.hq.huskyenergy.com,cwf263,CPU Utilization,Baseline,cwf263.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,2.256117105,14.19683796,27.94368744,CWF326.hq.huskyenergy.com,CWF326,CPU Utilization,Baseline,CWF326.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total 2003,_Total,2017-11-10T12:00:00Z,45.76456451,59.60510115,76.98058319,lirfis1v.hq.huskyenergy.com,lirfis1v,CPU Utilization,Baseline,lirfis1v.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,5.468330383,22.37072754,63.26060104,CTX202.hq.huskyenergy.com,CTX202,CPU Utilization,Baseline,CTX202.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,40.17193222,70.42723974,99.65435791,CTXD06,CTXD06,CPU Utilization,Baseline,CTXD06-CPU Utilization-_Total-Baseline,%
Processor % Processor Time Total Windows Server 2008,_Total,2017-11-10T12:00:00Z,2.3435812,26.78539214,54.77113724,CWF794.hq.huskyenergy.com,CWF794,CPU Utilization,Baseline,CWF794.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,100,100,100,ARSJAPP06.hq.huskyenergy.com,ARSJAPP06,CPU Utilization,Baseline,ARSJAPP06.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.349560261,18.31229839,34.88267517,ARSJBES02.hq.huskyenergy.com,ARSJBES02,CPU Utilization,Baseline,ARSJBES02.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,8.178844452,8.178844452,26.86178589,CGCAPP1155TS.hq.huskyenergy.com,CGCAPP1155TS,CPU Utilization,Baseline,CGCAPP1155TS.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,4.533561707,11.41022223,19.65413857,CGCAPP416PD.hq.huskyenergy.com,CGCAPP416PD,CPU Utilization,Baseline,CGCAPP416PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.632173061,15.57056379,34.75951385,CGCAPP437PD.hq.huskyenergy.com,CGCAPP437PD,CPU Utilization,Baseline,CGCAPP437PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,9.00701046,32.8373694,68.6652298,CGCAPP680PD.hq.huskyenergy.com,CGCAPP680PD,CPU Utilization,Baseline,CGCAPP680PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,12.06766319,14.42981005,20.66853523,CGCLFB326PD.hq.huskyenergy.com,CGCLFB326PD,CPU Utilization,Baseline,CGCLFB326PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,19.25785637,41.02091174,81.77640533,CGCNWR638PD.hq.huskyenergy.com,CGCNWR638PD,CPU Utilization,Baseline,CGCNWR638PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,83.73973846,92.24380035,96.90338135,CGCSAP278PD.hq.huskyenergy.com,CGCSAP278PD,CPU Utilization,Baseline,CGCSAP278PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,2.695925236,2.695925236,6.793549061,CGWAPP1034PP.hq.huskyenergy.com,CGWAPP1034PP,CPU Utilization,Baseline,CGWAPP1034PP.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,8.837857246,33.80242872,87.23851013,CGWAPP156PD.hq.huskyenergy.com,CGWAPP156PD,CPU Utilization,Baseline,CGWAPP156PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
