"ID","WELL_LOCATION","SINGLE_WELL_BATTERY","GAS_OIL_RATIO","SUM(WBT.PRORATED_OIL)","MAX(WBT.PRODUCTION_DATE)","STATUS"
"a8k16000000g27RAAQ","103021407825W400","N","1.16044","0","08-MAY-18","Item Updated"
"a8k16000000g26hAAA","103013407725W400","N","0.39233","24.33","08-MAY-18","Item Updated"
"a8k16000000g25uAAA","103010307825W400","N","0.57577","9.87","08-MAY-18","Item Updated"
"a8k16000000g26MAAQ","102163507725W400","N","0.46624","0","08-MAY-18","Item Updated"
"a8k16000000g23iAAA","102162407825W400","N","0.23914","0","08-MAY-18","Item Updated"
"a8k16000000g0UdAAI","102162404402W400","N","0.00733","0.85","08-MAY-18","Item Updated"
"a8k16000000g0RNAAY","102161904704W400","N","0.08043","3.27","08-MAY-18","Item Updated"
"a8k16000000g07IAAQ","102161804704W400","N","0.08336","32.98","08-MAY-18","Item Updated"
"a8k16000000g250AAA","102160307825W400","N","0.18317","43.98","08-MAY-18","Item Updated"
"a8k16000000g24IAAQ","102160107825W400","N","0.00341","25.53","08-MAY-18","Item Updated"
"a8k16000000g26KAAQ","102153507725W400","N","0.16046","0","08-MAY-18","Item Updated"
"a8k16000000g267AAA","102153407725W400","N","0.01476","15.93","08-MAY-18","Item Updated"
"a8k16000000g04iAAA","102151804704W400","N","0.08038","3.5","08-MAY-18","Item Updated"
"a8k16000000g24FAAQ","102150107825W400","N","0.03457","45.85","08-MAY-18","Item Updated"
"a8k1L0000008OqGQAU","102142305324W300","N","0.0172","0","08-MAY-18","Item Updated"
"a8k16000000g18IAAQ","102142207420W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0giAAA","102141904506W400","N","0.00235","9.51","08-MAY-18","Item Updated"
"a8k16000000fypwAAA","102141805006W400","N","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g24RAAQ","102141307825W400","N","0.0128","16.87","08-MAY-18","Item Updated"
"a8k16000000g21hAAA","102141107825W400","N","0.68425","1.65","08-MAY-18","Item Updated"
"a8k16000000g25rAAA","102140107825W400","N","0.15187","14.86","08-MAY-18","Item Updated"
"a8k16000000g26cAAA","102133507725W400","N","0.15955","20.76","08-MAY-18","Item Updated"
"a8k16000000g0QbAAI","102132004704W400","N","0.08039","7.26","08-MAY-18","Item Updated"
"a8k16000000g0RIAAY","102131904704W400","N","0.0804","19.96","08-MAY-18","Item Updated"
"a8k16000000g0R8AAI","102131904401W400","N","0.0194","2.48","08-MAY-18","Item Updated"
"a8k16000000fypuAAA","102131805006W400","N","0.02897","0","08-MAY-18","Item Updated"
"a8k16000000g23oAAA","102131407825W400","N","0.03961","0","08-MAY-18","Item Updated"
"a8k16000000g23xAAA","102131207825W400","N","0.08821","0","08-MAY-18","Item Updated"
"a8k16000000g27jAAA","102131107825W400","N","0.10552","16.81","08-MAY-18","Item Updated"
"a8k16000000g25oAAA","102130107825W400","N","0.05105","0","08-MAY-18","Item Updated"
"a8k16000000g26aAAA","102123507725W400","N","0.27016","10.56","08-MAY-18","Item Updated"
"a8k16000000g19CAAQ","102123007319W400","N","0.06809","40.54","08-MAY-18","Item Updated"
"a8k16000000fzvlAAA","102122904906W400","N","0.2316","15.82","08-MAY-18","Item Updated"
"a8k16000000g24MAAQ","102121307825W400","N","0.09472","0","08-MAY-18","Item Updated"
"a8k16000000g23vAAA","102121207825W400","N","6.56038","0","08-MAY-18","Item Updated"
"a8k16000000fytRAAQ","102120904902W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g25mAAA","102120107825W400","N","0.23641","0","08-MAY-18","Item Updated"
"a8k16000000g26XAAQ","102113507725W400","N","1.18246","3.61","08-MAY-18","Item Updated"
"a8k16000000g0NMAAY","102111404401W400","N","0.00591","2.89","08-MAY-18","Item Updated"
"a8k16000000g0HLAAY","102111204501W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g27hAAA","102111107825W400","N","0.51681","10.07","08-MAY-18","Item Updated"
"a8k16000000g185AAA","102110807420W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyzuAAA","102110504504W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g25kAAA","102110107825W400","N","0.07699","0","08-MAY-18","Item Updated"
"a8k16000000g26JAAQ","102103507725W400","N","0.12302","10.66","08-MAY-18","Item Updated"
"a8k16000000fzvtAAA","102103004906W400","N","0.013","0","08-MAY-18","Item Updated"
"a8k16000000g0AwAAI","102103004506W400","N","0.0429","8.35","08-MAY-18","Item Updated"
"a8k16000000g155AAA","102102607420W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0QWAAY","102102004704W400","N","0.08038","13.83","08-MAY-18","Item Updated"
"a8k16000000fzEzAAI","102101704606W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyu9AAA","102101105204W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g24wAAA","102100307825W400","N","1.00682","0","08-MAY-18","Item Updated"
"a8k16000000g26pAAA","102100207825W400","N","0.22053","20.13","08-MAY-18","Item Updated"
"a8k16000000g26FAAQ","102093507725W400","N","0.09442","43.1","08-MAY-18","Item Updated"
"a8k16000000g262AAA","102093407725W400","N","0.07438","38.49","08-MAY-18","Item Updated"
"a8k16000000fyeYAAQ","102092504802W400","N","0.11568","7.95","08-MAY-18","Item Updated"
"a8k16000000g15RAAQ","102091907319W400","N","0.09794","0","08-MAY-18","Item Updated"
"a8k16000000g24uAAA","102090307825W400","N","0.10012","23.87","08-MAY-18","Item Updated"
"a8k16000000g24CAAQ","102090107825W400","N","0.04838","14.82","08-MAY-18","Item Updated"
"a8k16000000g25hAAA","102083607825W400","N","0.14446","0","08-MAY-18","Item Updated"
"a8k16000000g26VAAQ","102083507725W400","N","0.08451","21.79","08-MAY-18","Item Updated"
"a8k16000000g26nAAA","102083407725W400","N","0.0374","5.39","08-MAY-18","Item Updated"
"a8k16000000g0KbAAI","102083404707W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0QUAAY","102082004704W400","N","0.08036","7.2","08-MAY-18","Item Updated"
"a8k16000000g25TAAQ","102081507825W400","N","0.17913","42.46","08-MAY-18","Item Updated"
"a8k16000000g27WAAQ","102081407825W400","N","0.05521","0","08-MAY-18","Item Updated"
"a8k16000000g259AAA","102081007825W400","N","0.17805","7.72","08-MAY-18","Item Updated"
"a8k16000000g25zAAA","102080307825W400","N","0.30688","7.83","08-MAY-18","Item Updated"
"a8k16000000g26kAAA","102073407725W400","N","0.9963","21.15","08-MAY-18","Item Updated"
"a8k16000000g0KKAAY","102072904604W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g0R1AAI","102071904401W400","N","0.02955","3.59","08-MAY-18","Item Updated"
"a8k16000000g27UAAQ","102071407825W400","N","0.26218","0","08-MAY-18","Item Updated"
"a8k16000000g00HAAQ","102071404506W400","N","0.01908","5.15","08-MAY-18","Item Updated"
"a8k1L000000KyrBQAS","102070604923W300","N","0.04181","811.25","08-MAY-18","Item Updated"
"a8k16000000g27eAAA","102070207825W400","N","0.28909","10","08-MAY-18","Item Updated"
"a8k16000000g25NAAQ","102063507725W400","N","0.03886","19.1","08-MAY-18","Item Updated"
"a8k16000000g19AAAQ","102063007319W400","N","0.0761","0","08-MAY-18","Item Updated"
"a8k16000000fyzrAAA","102061104406W400","N","0","0","08-MAY-18","Item Updated"
"a8k1L000000KyraQAC","102060604923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000g27rAAA","102060207825W400","N","0.47759","8.77","08-MAY-18","Item Updated"
"a8k16000000g24sAAA","102060107825W400","N","0.03648","0","08-MAY-18","Item Updated"
"a8k16000000fzOAAAY","102060104304W400","N","0","5.62","08-MAY-18","Item Updated"
"a8k16000000g18QAAQ","102053607320W400","N","0.00614","0","08-MAY-18","Item Updated"
"a8k16000000g0RTAAY","102052104704W400","N","0.08044","0.72","08-MAY-18","Item Updated"
"a8k16000000g0QNAAY","102052004704W400","N","0.08039","39.98","08-MAY-18","Item Updated"
"a8k16000000g0QxAAI","102051904401W400","N","0.05295","3.74","08-MAY-18","Item Updated"
"a8k16000000g27pAAA","102050207825W400","N","0.22285","26.33","08-MAY-18","Item Updated"
"a8k16000000g18PAAQ","102043607320W400","N","0.00918","305.25","08-MAY-18","Item Updated"
"a8k16000000g0gFAAQ","102042904704W400","N","0.0804","13.97","08-MAY-18","Item Updated"
"a8k16000000fzx5AAA","102042004606W400","N","0.0004","3.05","08-MAY-18","Item Updated"
"a8k16000000g24eAAA","102041307825W400","N","0.18799","9.35","08-MAY-18","Item Updated"
"a8k16000000g27nAAA","102040207825W400","N","0.12243","1.48","08-MAY-18","Item Updated"
"a8k16000000g17oAAA","102033607320W400","N","0.16897","0","08-MAY-18","Item Updated"
"a8k16000000g25GAAQ","102033507725W400","N","0.06874","0.68","08-MAY-18","Item Updated"
"a8k16000000fyczAAA","102032504802W400","N","0.2","3.79","08-MAY-18","Item Updated"
"a8k16000000g0RRAAY","102032104704W400","N","0.08034","13.12","08-MAY-18","Item Updated"
"a8k16000000g0MoAAI","102032004704W400","N","0.08039","8.04","08-MAY-18","Item Updated"
"a8k16000000g00AAAQ","102031404506W400","N","0.23593","0","08-MAY-18","Item Updated"
"a8k16000000g27mAAA","102030207825W400","N","0.06048","5.33","08-MAY-18","Item Updated"
"a8k16000000g24qAAA","102030107825W400","N","3.37671","9.31","08-MAY-18","Item Updated"
"a8k16000000g25aAAA","102023607825W400","N","0.00028","7.02","08-MAY-18","Item Updated"
"a8k16000000g194AAA","102023007319W400","N","0.17573","90.19","08-MAY-18","Item Updated"
"a8k16000000g27QAAQ","102021407825W400","N","1.04686","2.65","08-MAY-18","Item Updated"
"a8k16000000g27aAAA","102020207825W400","N","0.09463","0","08-MAY-18","Item Updated"
"a8k16000000g26OAAQ","102013507725W400","N","0.26512","10.43","08-MAY-18","Item Updated"
"a8k16000000g26gAAA","102013407725W400","N","0.66762","31.06","08-MAY-18","Item Updated"
"a8k16000000g0MmAAI","102012004704W400","N","0.08034","4.12","08-MAY-18","Item Updated"
"a8k16000000g252AAA","102011007825W400","N","0.26861","0","08-MAY-18","Item Updated"
"a8k16000000g25tAAA","102010307825W400","N","0.16184","0","08-MAY-18","Item Updated"
"a8k16000000g27YAAQ","102010207825W400","N","0.70357","6.66","08-MAY-18","Item Updated"
"a8k16000000fzlxAAA","101160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g0u7AAA","101152504927W300","N","0.0023","59.06","08-MAY-18","Item Updated"
"a8k1L000000KymUQAS","101143505026W300","N","0","0.47","08-MAY-18","Item Updated"
"a8k16000000g0u5AAA","101142504927W300","N","0.0023","69.43","08-MAY-18","Item Updated"
"a8k1L000000KymOQAS","101133505026W300","N","0","99.06","08-MAY-18","Item Updated"
"a8k16000000fzLfAAI","101131105120W300","N","0.07503","3.86","08-MAY-18","Item Updated"
"a8k16000000fzeyAAA","101130605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1PqAAI","101111304723W304","N","0.008","0","08-MAY-18","Item Updated"
"a8k16000000g0u9AAA","101102504927W300","N","0.0023","95.16","08-MAY-18","Item Updated"
"a8k1L000000KykVQAS","101101605223W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1LnAAI","101090104819W300","N","0","0","07-MAY-18","Item Updated"
"a8k16000000fzU1AAI","101080605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k1L000000KymFQAS","101073405324W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzR5AAI","101070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k1L000000KyqRQAS","101070604923W300","N","0.04181","653.46","08-MAY-18","Item Updated"
"a8k16000000fxZcAAI","101070505223W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0xpAAA","101060705023W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k1L0000004CCbQAM","101060604923W300","N","0","0","08-MAY-18","Item Updated"
"a8k1L000000Kyr7QAC","101022704723W300","N","0.01","110.31","08-MAY-18","Item Updated"
"a8k16000000g21tAAA","101012104028W300","N","0.03448","7.93","07-MAY-18","Item Updated"
"a8k16000000g0xCAAQ","101010605023W300","N","0.023","66.53","08-MAY-18","Item Updated"
"a8k16000000g0scAAA","100163604605W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g26LAAQ","100163507725W400","N","0.16181","14.04","08-MAY-18","Item Updated"
"a8k16000000fzHvAAI","100163204606W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0KQAAY","100163004604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyilAAA","100162906002W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyikAAA","100162906002W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g22kAAA","100162707925W403","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g22jAAA","100162707925W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0KDAAY","100162704604W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g0sWAAQ","100162504605W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0UcAAI","100162404402W400","N","0.00673","7.15","08-MAY-18","Item Updated"
"a8k16000000g193AAA","100161907319W400","N","0.68447","34.37","08-MAY-18","Item Updated"
"a8k16000000fzx0AAA","100161804606W400","N","0.02092","12.1","08-MAY-18","Item Updated"
"a8k16000000g0rPAAQ","100161704704W400","N","0.08039","21.95","08-MAY-18","Item Updated"
"a8k16000000g16bAAA","100161507420W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g23AAAQ","100161407923W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g238AAA","100161207923W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g25YAAQ","100161107825W400","N","0.28438","0","08-MAY-18","Item Updated"
"a8k16000000g0n9AAA","100160604603W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g0s7AAA","100160504604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g24zAAA","100160307825W400","N","0.10381","30.72","08-MAY-18","Item Updated"
"a8k16000000g16LAAQ","100160307421W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g26vAAA","100160207825W400","N","0.222","0","08-MAY-18","Item Updated"
"a8k16000000g24HAAQ","100160107825W400","N","0.05188","39.11","08-MAY-18","Item Updated"
"a8k16000000fyZwAAI","100160105405W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g22oAAA","100153407925W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g22nAAA","100153407925W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g266AAA","100153407725W400","N","0.23177","10.23","08-MAY-18","Item Updated"
"a8k16000000g0KMAAY","100152904604W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g0KJAAY","100152804604W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g23dAAA","100152407825W400","N","0.03822","0","08-MAY-18","Item Updated"
"a8k16000000fzO6AAI","100152404707W402","N","0","0","06-MAY-18","Item Updated"
"a8k16000000g0DOAAY","100152204506W400","N","0.03809","13.63","08-MAY-18","Item Updated"
"a8k16000000g0g9AAA","100152004704W400","N","0.0804","41.32","08-MAY-18","Item Updated"
"a8k16000000g192AAA","100151907319W400","N","0.07616","42.98","08-MAY-18","Item Updated"
"a8k16000000g0RLAAY","100151904704W400","N","0.08024","0.3","08-MAY-18","Item Updated"
"a8k16000000g04hAAA","100151804704W400","N","0.08037","9.56","08-MAY-18","Item Updated"
"a8k16000000fzwzAAA","100151804606W400","N","0.01227","11.35","08-MAY-18","Item Updated"
"a8k16000000g0rOAAQ","100151704704W400","N","0.07794","12.98","08-MAY-18","Item Updated"
"a8k16000000g24XAAQ","100151407825W400","N","0.664","0","07-MAY-18","Item Updated"
"a8k16000000g25XAAQ","100151107825W400","N","4.67313","0","08-MAY-18","Item Updated"
"a8k16000000g0sIAAQ","100151104604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzvjAAA","100151004506W400","N","0.0176","7.6","08-MAY-18","Item Updated"
"a8k16000000g0KeAAI","100150704804W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g24xAAA","100150307825W400","N","0.0892","75.44","08-MAY-18","Item Updated"
"a8k16000000fytNAAQ","100150304901W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g26tAAA","100150207825W400","N","0.15859","23.65","08-MAY-18","Item Updated"
"a8k16000000g0b5AAA","100150204701W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g24EAAQ","100150107825W400","N","0.05965","57.01","08-MAY-18","Item Updated"
"a8k16000000g0nEAAQ","100150104604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g26dAAA","100143507725W400","N","0.19946","16.63","08-MAY-18","Item Updated"
"a8k16000000g22mAAA","100143407925W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g22hAAA","100142607925W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzI1AAI","100142404607W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g191AAA","100142207420W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0g7AAA","100142004704W400","N","0.0804","0","08-MAY-18","Item Updated"
"a8k16000000g0ghAAA","100141904506W400","N","0.00235","14.17","08-MAY-18","Item Updated"
"a8k16000000g0FHAAY","100141904404W402","N","0","0","06-MAY-18","Item Updated"
"a8k16000000g0R9AAI","100141904401W400","N","0.01628","4.2","08-MAY-18","Item Updated"
"a8k16000000g04fAAA","100141804704W400","N","0.0804","12.32","08-MAY-18","Item Updated"
"a8k16000000g0agAAA","100141604704W400","N","0.08366","10.98","08-MAY-18","Item Updated"
"a8k16000000g23qAAA","100141407825W400","N","0.11987","13.18","08-MAY-18","Item Updated"
"a8k16000000g24QAAQ","100141307825W400","N","0.21308","0","08-MAY-18","Item Updated"
"a8k16000000g21gAAA","100141107825W400","N","0.12981","7.36","08-MAY-18","Item Updated"
"a8k16000000g17TAAQ","100140407420W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g25qAAA","100140107825W400","N","0.19531","23.72","08-MAY-18","Item Updated"
"a8k16000000g0r6AAA","100133404601W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fycbAAA","100133305107W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzHwAAI","100133304606W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0AiAAI","100133204601W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzFFAAY","100133104606W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyiiAAA","100132606002W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0RHAAY","100131904704W400","N","0.08041","21.02","08-MAY-18","Item Updated"
"a8k16000000g0rKAAQ","100131704704W400","N","0.07805","0","08-MAY-18","Item Updated"
"a8k16000000g0QvAAI","100131604906W400","N","0.1524","5.81","08-MAY-18","Item Updated"
"a8k16000000g0bSAAQ","100131604506W400","N","0.04226","5.14","08-MAY-18","Item Updated"
"a8k16000000g24OAAQ","100131307825W400","N","0.26476","9.37","08-MAY-18","Item Updated"
"a8k16000000g23wAAA","100131207825W400","N","0.14194","0","08-MAY-18","Item Updated"
"a8k16000000g27kAAA","100131107825W400","N","0.3188","21.41","08-MAY-18","Item Updated"
"a8k16000000g007AAA","100131104506W400","N","0.20054","4.38","08-MAY-18","Item Updated"
"a8k16000000fzvbAAA","100130904506W400","N","0.03406","1.04","08-MAY-18","Item Updated"
"a8k16000000g25nAAA","100130107825W400","N","0.16026","7.77","08-MAY-18","Item Updated"
"a8k16000000g17uAAA","100130107420W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyeRAAQ","100130105206W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g26ZAAQ","100123507725W400","N","0.17774","2.75","08-MAY-18","Item Updated"
"a8k16000000fyimAAA","100123506002W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0HYAAY","100123504504W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0m5AAA","100122904906W400","N","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g18RAAQ","100121907320W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0geAAA","100121904506W400","N","0.00235","8.62","08-MAY-18","Item Updated"
"a8k16000000fyo6AAA","100121805006W400","N","0.06298","4.05","08-MAY-18","Item Updated"
"a8k16000000g0rIAAQ","100121704704W400","N","0.08041","27.28","08-MAY-18","Item Updated"
"a8k16000000g0VdAAI","100121704606W400","N","0.01878","12.4","08-MAY-18","Item Updated"
"a8k16000000g0aeAAA","100121604704W400","N","0.08037","3.41","08-MAY-18","Item Updated"
"a8k16000000g24LAAQ","100121307825W400","N","0.27376","0","08-MAY-18","Item Updated"
"a8k16000000g23uAAA","100121207825W400","N","0.30033","0","08-MAY-18","Item Updated"
"a8k16000000g27iAAA","100121107825W400","N","0.63145","0","08-MAY-18","Item Updated"
"a8k16000000g0sGAAQ","100121104604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g25lAAA","100120107825W400","N","0.51416","14.88","08-MAY-18","Item Updated"
"a8k16000000g15qAAA","100113607320W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0sbAAA","100113604605W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0n3AAA","100113604505W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0HZAAY","100113604504W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g17UAAQ","100113507420W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0sXAAQ","100113504605W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzHyAAI","100113404606W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0HXAAY","100113404504W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0rCAAQ","100113204906W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g01lAAA","100113204701W403","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzHuAAI","100113204606W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzFEAAY","100113104606W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzFDAAY","100113104606W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0HVAAY","100113104504W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0KPAAY","100113004604W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g0m4AAA","100112904906W400","N","0.07236","14.07","08-MAY-18","Item Updated"
"a8k16000000g0KLAAY","100112904604W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g0KHAAY","100112804604W403","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g0HqAAI","100112704604W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g242AAA","100112507825W400","N","0.02259","12.67","08-MAY-18","Item Updated"
"a8k16000000g150AAA","100112507420W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0sVAAQ","100112504605W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fys5AAA","100112405007W400","N","0.0323","0","08-MAY-18","Item Updated"
"a8k16000000g0HmAAI","100112304604W400","N","0","0","02-MAY-18","Item Updated"
"a8k16000000g0HlAAI","100112204604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0HkAAI","100112104604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g23CAAQ","100112007923W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0QXAAY","100112004704W400","N","0.08046","3.65","08-MAY-18","Item Updated"
"a8k16000000fzF5AAI","100112004606W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0HhAAI","100111904604W400","N","0","0","06-MAY-18","Item Updated"
"a8k16000000fyo4AAA","100111805006W400","N","0.3291","0","08-MAY-18","Item Updated"
"a8k16000000fzO3AAI","100111804706W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzF0AAI","100111804606W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g15VAAQ","100111707320W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0HdAAI","100111704604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0ljAAA","100111605105W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fytVAAQ","100111504902W404","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fytUAAQ","100111504902W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzC4AAI","100111504606W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0HbAAI","100111504604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g23kAAA","100111407825W400","N","0.14141","0","08-MAY-18","Item Updated"
"a8k16000000fytSAAQ","100111404902W403","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g00IAAQ","100111404506W400","N","0.03011","10.21","08-MAY-18","Item Updated"
"a8k16000000fz40AAA","100111404505W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0NLAAY","100111404401W400","N","0.00641","12.53","08-MAY-18","Item Updated"
"a8k16000000g24KAAQ","100111307825W400","N","0.45848","0","08-MAY-18","Item Updated"
"a8k16000000g0sPAAQ","100111304605W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyfyAAA","100111205206W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g27gAAA","100111107825W400","N","0.27968","0","08-MAY-18","Item Updated"
"a8k16000000g0sCAAQ","100111004604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g16CAAQ","100110907420W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0sBAAQ","100110904604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyzqAAA","100110904406W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0s9AAA","100110704604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzIAAAY","100110604706W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0n8AAA","100110604603W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g0nJAAQ","100110504604W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g0n4AAA","100110504603W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0nGAAQ","100110404604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzREAAY","100110304906W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0nFAAQ","100110204604W400","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g25jAAA","100110107825W400","N","0.25235","3.64","08-MAY-18","Item Updated"
"a8k16000000g0nDAAQ","100110104604W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzOEAAY","100110104304W400","N","0","5.78","08-MAY-18","Item Updated"
"a8k16000000g26IAAQ","100103507725W400","N","0.08202","15.13","08-MAY-18","Item Updated"
"a8k16000000g265AAA","100103407725W400","N","0.32388","10.76","08-MAY-18","Item Updated"
"a8k16000000g0HWAAY","100103304504W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g18EAAQ","100103207320W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0KVAAY","100103204704W402","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g18DAAQ","100103107320W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0AvAAI","100103004506W400","N","0.02745","9.27","08-MAY-18","Item Updated"
"a8k16000000g15XAAQ","100102707420W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g154AAA","100102607420W403","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g17OAAQ","100102507421W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g17lAAA","100102507321W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fymuAAA","100102506003W400","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyZtAAI","100102505307W400","N","0","0","08-MAY-18","Item Updated"
