"ID","WELL_LOCATION","SINGLE_WELL_BATTERY","GAS_OIL_RATIO","SUM(DBT.TICKET_SHIPMENT_OIL)","MAX(DBT.PRODUCTION_DATE)","STATUS"
"a8k16000000fzuJAAQ","112033205207W400","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g1xtAAA","112043005025W300","Y","0.06841","25.66","09-MAY-18","Item Updated"
"a8k16000000fyW9AAI","112043404822W300","Y","0.02544","0","09-MAY-18","Item Updated"
"a8k16000000fyTAAAY","112043504924W300","Y","0.0634","18.48","08-MAY-18","Item Updated"
"a8k16000000fz1QAAQ","112043605020W300","Y","0","21.74","08-MAY-18","Item Updated"
"a8k16000000g21wAAA","112051905127W302","Y","0.48349","0","08-MAY-18","Item Updated"
"a8k16000000fyTEAAY","112053504924W303","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000g1HOAAY","112061005123W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fzUEAAY","112062004819W300","Y","0.03627","0","08-MAY-18","Item Updated"
"a8k1L000000Kyp1QAC","112062204820W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g0xUAAQ","112062705123W304","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g1rvAAA","112063504924W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fxtqAAA","112071405026W302","Y","0.11462","24.04","08-MAY-18","Item Updated"
"a8k16000000fxxNAAQ","112072104922W300","Y","0.34265","28.89","09-MAY-18","Item Updated"
"a8k16000000fxjSAAQ","112073104922W300","Y","0.14804","0","08-MAY-18","Item Updated"
"a8k1L000000KyrGQAS","112073404924W300","Y","0","150.47","09-MAY-18","Item Updated"
"a8k16000000fzDSAAY","112080704919W300","Y","0.16944","0","09-MAY-18","Item Updated"
"a8k16000000g1b1AAA","112080705225W302","Y","0.008","0","02-MAY-18","Item Updated"
"a8k16000000fxWEAAY","112082004923W300","Y","0.19532","0","08-MAY-18","Item Updated"
"a8k1L000000Kym9QAC","112082705125W302","Y","0.0023","87.68","09-MAY-18","Item Updated"
"a8k16000000g1ywAAA","112083404924W303","Y","0.368","0","09-MAY-18","Item Updated"
"a8k16000000fy3bAAA","112090205123W300","Y","0.0423","0","08-MAY-18","Item Updated"
"a8k16000000g14xAAA","112093305123W302","Y","0.008","0","08-MAY-18","Item Updated"
"a8k16000000fyP0AAI","112093404924W302","Y","0.00234","37.36","08-MAY-18","Item Updated"
"a8k16000000fyFBAAY","112100205123W300","Y","0.1423","0","08-MAY-18","Item Updated"
"a8k16000000fzN3AAI","112100304524W300","Y","0.32897","0","08-MAY-18","Item Updated"
"a8k16000000g0jdAAA","112100904825W300","Y","0.1671","84.91","09-MAY-18","Item Updated"
"a8k1L0000008OqrQAE","112102105022W302","Y","0.0023","55.05","08-MAY-18","Item Updated"
"a8k1L000000Kyr1QAC","112102204922W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fyRpAAI","112102704822W302","Y","0.1223","20.13","08-MAY-18","Item Updated"
"a8k16000000fy9mAAA","112103105025W302","Y","0.508","0","02-MAY-18","Item Updated"
"a8k16000000g1HBAAY","112110504922W302","Y","0.3923","10.54","08-MAY-18","Item Updated"
"a8k16000000fxaQAAQ","112111204822W300","Y","0.25289","33.59","08-MAY-18","Item Updated"
"a8k16000000fxUJAAY","112112604822W303","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fyTJAAY","112113504924W300","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000g1uWAAQ","112113505020W303","Y","0.08424","43.28","09-MAY-18","Item Updated"
"a8k16000000g1z2AAA","112120504823W303","Y","0.61429","0","09-MAY-18","Item Updated"
"a8k16000000fznrAAA","112123405022W300","Y","0.1092","0","09-MAY-18","Item Updated"
"a8k1L000000KysUQAS","112123504924W303","Y","0.25337","20.94","08-MAY-18","Item Updated"
"a8k16000000fyCBAAY","112130205022W300","Y","0","4.8","08-MAY-18","Item Updated"
"a8k16000000g1s5AAA","112130704923W300","Y","0.008","0","08-MAY-18","Item Updated"
"a8k16000000fzg1AAA","112131805020W300","Y","0.07018","22.77","08-MAY-18","Item Updated"
"a8k16000000fxvAAAQ","112131805125W303","Y","0.188","0","02-MAY-18","Item Updated"
"a8k16000000fyIYAAY","112132705126W302","Y","0.22268","22.67","08-MAY-18","Item Updated"
"a8k16000000g0GBAAY","112133105226W300","Y","0.36117","22.83","08-MAY-18","Item Updated"
"a8k16000000fxaaAAA","112141204822W300","Y","0.14167","44.69","09-MAY-18","Item Updated"
"a8k16000000fxvpAAA","112141504923W302","Y","0.2023","0","09-MAY-18","Item Updated"
"a8k16000000g1GPAAY","112143504924W304","Y","0.032","0","09-MAY-18","Item Updated"
"a8k16000000fxq4AAA","112150105128W300","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fz9uAAA","112152404920W300","Y","0.07533","15.48","08-MAY-18","Item Updated"
"a8k16000000fxgVAAQ","112153404822W300","Y","0.6723","0","09-MAY-18","Item Updated"
"a8k16000000g0SKAAY","112160305227W300","Y","0.29995","0","09-MAY-18","Item Updated"
"a8k16000000fy1BAAQ","112161304923W300","Y","0.09808","58.38","08-MAY-18","Item Updated"
"a8k16000000g1s3AAA","112162705324W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k1L000000KyrwQAC","112163205125W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g1ydAAA","112163404821W300","Y","0.0846","0","03-MAY-18","Item Updated"
"a8k1L000000KyqsQAC","112163404924W300","Y","0","41.12","08-MAY-18","Item Updated"
"a8k16000000fyk3AAA","113101005207W400","Y","0.22285","0","09-MAY-18","Item Updated"
"a8k1L000000KynfQAC","119013005122W302","Y","0","18.13","08-MAY-18","Item Updated"
"a8k16000000fyOOAAY","121010105023W300","Y","0.22997","19.36","08-MAY-18","Item Updated"
"a8k16000000fxdaAAA","121010204924W300","Y","0","19.2","08-MAY-18","Item Updated"
"a8k16000000fxoLAAQ","121010304924W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxlVAAQ","121013304827W303","Y","0.01579","17.99","08-MAY-18","Item Updated"
"a8k16000000g1I6AAI","121020105122W300","Y","0.08511","31.95","09-MAY-18","Item Updated"
"a8k16000000fxdbAAA","121020204924W302","Y","0","159.89","09-MAY-18","Item Updated"
"a8k16000000fxemAAA","121020305025W300","Y","0.17521","0","09-MAY-18","Item Updated"
"a8k16000000fxsVAAQ","121020504924W300","Y","0.039","0","09-MAY-18","Item Updated"
"a8k16000000fyIFAAY","121020505125W302","Y","0","18.88","09-MAY-18","Item Updated"
"a8k16000000g1AfAAI","121023204727W302","Y","0.13474","22.91","09-MAY-18","Item Updated"
"a8k16000000fyN2AAI","121030104924W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxdcAAA","121030204924W300","Y","0","16.7","09-MAY-18","Item Updated"
"a8k16000000g14yAAA","121032504824W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fzGLAAY","121032705223W300","Y","0.14423","35.47","09-MAY-18","Item Updated"
"a8k16000000g03kAAA","121033404727W300","Y","0.2823","0","09-MAY-18","Item Updated"
"a8k16000000fxgpAAA","121033504824W300","Y","0","34.83","08-MAY-18","Item Updated"
"a8k16000000fyN3AAI","121040104924W300","Y","0","16.13","08-MAY-18","Item Updated"
"a8k16000000g0MHAAY","121040204828W302","Y","0.68563","0","09-MAY-18","Item Updated"
"a8k16000000g117AAA","121040404924W302","Y","0.02346","70.39","09-MAY-18","Item Updated"
"a8k16000000g19eAAA","121041004924W304","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g0TAAAY","121041104828W300","Y","0.968","0","09-MAY-18","Item Updated"
"a8k16000000g1HbAAI","121050205020W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g119AAA","121051004924W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fy9HAAQ","121051604927W300","Y","0.3823","0","08-MAY-18","Item Updated"
"a8k16000000g1q0AAA","121051605223W300","Y","0.11336","0","09-MAY-18","Item Updated"
"a8k16000000fy40AAA","121061004924W300","Y","0.13278","17.54","08-MAY-18","Item Updated"
"a8k16000000fy1FAAQ","121061404824W300","Y","0.25393","0","08-MAY-18","Item Updated"
"a8k16000000g03WAAQ","121061704627W300","Y","0.2173","20.78","08-MAY-18","Item Updated"
"a8k16000000fy0TAAQ","121062104922W300","Y","0.1663","34.17","08-MAY-18","Item Updated"
"a8k16000000fyIxAAI","121063604824W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fyN6AAI","121070104924W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g1zxAAA","121070504924W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fxzLAAQ","121070904722W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fy1GAAQ","121071404824W300","Y","0.05163","54.84","09-MAY-18","Item Updated"
"a8k16000000g12gAAA","121071704923W300","Y","0.0023","20.23","08-MAY-18","Item Updated"
"a8k16000000g1GtAAI","121072105023W302","Y","0.33077","0","09-MAY-18","Item Updated"
"a8k16000000fz60AAA","121072404920W300","Y","0.21582","0","08-MAY-18","Item Updated"
"a8k16000000fzptAAA","121072504921W300","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fxdwAAA","121072704824W300","Y","0.0137","18.58","08-MAY-18","Item Updated"
"a8k16000000fxjsAAA","121073504824W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxk0AAA","121073604824W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fyN8AAI","121080104924W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxdhAAA","121080204924W302","Y","0","42.75","09-MAY-18","Item Updated"
"a8k16000000fxsQAAQ","121080404924W304","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g1sGAAQ","121080705025W302","Y","0.2023","0","08-MAY-18","Item Updated"
"a8k16000000g1GvAAI","121081004924W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fy1IAAQ","121081404824W303","Y","0.2023","20.64","09-MAY-18","Item Updated"
"a8k16000000fzzZAAQ","121081604627W303","Y","0.2398","0","06-MAY-18","Item Updated"
"a8k16000000g1qlAAA","121081604820W300","Y","0.00538","19.91","09-MAY-18","Item Updated"
"a8k16000000fyGfAAI","121082104924W300","Y","0.008","0","08-MAY-18","Item Updated"
"a8k16000000g1sBAAQ","121082105022W302","Y","0.0023","44.92","08-MAY-18","Item Updated"
"a8k16000000fxdxAAA","121082704824W300","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g1BuAAI","121083504824W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g2A3AAI","121090304924W302","Y","0.0023","19.5","08-MAY-18","Item Updated"
"a8k16000000fyPdAAI","121090905027W302","Y","0.1073","21.48","08-MAY-18","Item Updated"
"a8k16000000fy4gAAA","121091404824W300","Y","0.17463","60.16","08-MAY-18","Item Updated"
"a8k16000000g0xRAAQ","121091605024W304","Y","0.03624","39.32","08-MAY-18","Item Updated"
"a8k16000000g0PNAAY","121092104427W300","Y","0.375","0","09-MAY-18","Item Updated"
"a8k16000000fxpYAAQ","121093304827W300","Y","0.03208","0","08-MAY-18","Item Updated"
"a8k16000000fyIoAAI","121093504824W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g1EEAAY","121100204920W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyPeAAI","121100905027W300","Y","0.05563","87.48","09-MAY-18","Item Updated"
"a8k16000000fy4hAAA","121101404824W300","Y","0.54203","21.35","09-MAY-18","Item Updated"
"a8k16000000g0tXAAQ","121102504828W300","Y","0.41612","0","08-MAY-18","Item Updated"
"a8k16000000g1GHAAY","121113104823W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g10VAAQ","121113604824W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fyNDAAY","121120104924W302","Y","0","44.95","08-MAY-18","Item Updated"
"a8k16000000fxdkAAA","121120204924W300","Y","0.11395","18.04","08-MAY-18","Item Updated"
"a8k16000000g1YXAAY","121121606127W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g0i2AAA","121122804925W302","Y","0.2473","22.89","08-MAY-18","Item Updated"
"a8k16000000g11OAAQ","121123204823W303","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fyNEAAY","121130104924W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g20ZAAQ","121131004924W302","Y","0.1043","0","09-MAY-18","Item Updated"
"a8k16000000fzoEAAQ","121131204627W303","Y","0.25539","0","08-MAY-18","Item Updated"
"a8k16000000fzJOAAY","121131904919W300","Y","0.06684","46.5","08-MAY-18","Item Updated"
"a8k16000000g0PPAAY","121132104427W300","Y","0.26687","0","08-MAY-18","Item Updated"
"a8k16000000fy8fAAA","121132704824W303","Y","0.35387","0","08-MAY-18","Item Updated"
"a8k16000000g11QAAQ","121133204823W302","Y","0.34636","0","08-MAY-18","Item Updated"
"a8k16000000fyIqAAI","121133504824W302","Y","0","25.82","08-MAY-18","Item Updated"
"a8k16000000fxgAAAQ","121140204924W300","Y","0.1142","31.55","09-MAY-18","Item Updated"
"a8k16000000g08aAAA","121141005027W302","Y","0.5423","25.97","08-MAY-18","Item Updated"
"a8k16000000g19OAAQ","121141104927W300","Y","0.4123","0","09-MAY-18","Item Updated"
"a8k16000000fxdqAAA","121142604824W302","Y","0.11413","17.45","08-MAY-18","Item Updated"
"a8k16000000fyItAAI","121143504824W302","Y","0","34.88","08-MAY-18","Item Updated"
"a8k16000000fxYQAAY","121143505126W302","Y","0","25.06","08-MAY-18","Item Updated"
"a8k16000000fxk4AAA","121143604824W300","Y","0","40.48","08-MAY-18","Item Updated"
"a8k16000000fxVrAAI","121150205120W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzo6AAA","121151104627W300","Y","0.25345","0","09-MAY-18","Item Updated"
"a8k16000000fxo9AAA","121153604824W300","Y","0","92.93","09-MAY-18","Item Updated"
"a8k16000000fyLBAAY","121160204928W302","Y","0.21866","0","08-MAY-18","Item Updated"
"a8k16000000g1zsAAA","121160304824W300","Y","0.25873","0","08-MAY-18","Item Updated"
"a8k16000000fxgHAAQ","121160304924W300","Y","0","15.46","09-MAY-18","Item Updated"
"a8k16000000fzo7AAA","121161104627W300","Y","0.5875","0","09-MAY-18","Item Updated"
"a8k16000000g1z8AAA","121162804824W302","Y","0.43087","0","09-MAY-18","Item Updated"
"a8k16000000fzniAAA","121162805020W300","Y","0.0323","0","09-MAY-18","Item Updated"
"a8k16000000fyIvAAI","121163504824W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxoCAAQ","121163604824W300","Y","0.101","52.32","09-MAY-18","Item Updated"
"a8k16000000fy0MAAQ","122040904924W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyN4AAI","122050104924W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxjzAAA","122053604824W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g0tMAAQ","122072504828W300","Y","0.32226","0","08-MAY-18","Item Updated"
"a8k16000000g136AAA","122081204924W300","Y","0.008","0","08-MAY-18","Item Updated"
"a8k16000000fxdiAAA","122090204924W300","Y","0","80.79","08-MAY-18","Item Updated"
"a8k16000000fy41AAA","122101004924W300","Y","0.01605","0","09-MAY-18","Item Updated"
"a8k16000000g11qAAA","122133104823W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fxk3AAA","122133604824W300","Y","0","13.3","08-MAY-18","Item Updated"
"a8k16000000g1ytAAA","122152804824W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fz4eAAA","131010604920W303","Y","0.03558","0","03-MAY-18","Item Updated"
"a8k16000000fxxtAAA","131010704926W300","Y","0.27563","0","08-MAY-18","Item Updated"
"a8k16000000fzWNAAY","131011804625W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g06eAAA","131011804627W300","Y","0.32452","29.92","09-MAY-18","Item Updated"
"a8k16000000fznUAAQ","131012805020W300","Y","0.0973","19.26","09-MAY-18","Item Updated"
"a8k16000000fz0gAAA","131013405021W302","Y","0.12544","12.16","09-MAY-18","Item Updated"
"a8k16000000g1CvAAI","131021104921W302","Y","0.0883","0","03-MAY-18","Item Updated"
"a8k16000000g12iAAA","131021704923W300","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fz7CAAQ","131021705223W300","Y","0.1744","163.11","09-MAY-18","Item Updated"
"a8k16000000fyRLAAY","131022204925W302","Y","0.0623","43.17","08-MAY-18","Item Updated"
"a8k16000000g0oaAAA","131022404828W303","Y","0.358","0","09-MAY-18","Item Updated"
"a8k16000000g14LAAQ","131023005025W303","Y","0.63901","21.39","08-MAY-18","Item Updated"
"a8k16000000g0tiAAA","131023104727W302","Y","0.31719","0","08-MAY-18","Item Updated"
"a8k16000000fz0iAAA","131023405021W302","Y","0.21335","0","04-MAY-18","Item Updated"
"a8k16000000fxeoAAA","131030305025W302","Y","0.64777","0","09-MAY-18","Item Updated"
"a8k16000000fy1hAAA","131031104927W300","Y","0.1773","18.94","09-MAY-18","Item Updated"
"a8k16000000fy1tAAA","131031204927W300","Y","0.1263","45.42","09-MAY-18","Item Updated"
"a8k16000000g0uSAAQ","131031705223W302","Y","0.15313","188.01","09-MAY-18","Item Updated"
"a8k16000000fyVTAAY","131032204925W302","Y","0.02246","22.01","09-MAY-18","Item Updated"
"a8k16000000g0BPAAY","131033004926W302","Y","0.77373","0","09-MAY-18","Item Updated"
"a8k1L000000KymvQAC","131033005025W300","Y","0.34594","0","02-MAY-18","Item Updated"
"a8k16000000g14uAAA","131041505222W300","Y","0.02488","0","09-MAY-18","Item Updated"
"a8k16000000g0PDAAY","131042004427W300","Y","0.45","0","09-MAY-18","Item Updated"
"a8k16000000g001AAA","131042504825W300","Y","0.1203","0","09-MAY-18","Item Updated"
"a8k16000000fxjaAAA","131043504822W300","Y","0.13563","15.12","08-MAY-18","Item Updated"
"a8k16000000fz0nAAA","131043505021W302","Y","0.15452","11.67","09-MAY-18","Item Updated"
"a8k16000000fxavAAA","131052304923W300","Y","0.67877","0","08-MAY-18","Item Updated"
"a8k16000000fxzAAAQ","131061205126W300","Y","0.30224","20.72","09-MAY-18","Item Updated"
"a8k16000000g1n6AAA","131061606127W302","Y","0.08807","0","09-MAY-18","Item Updated"
"a8k16000000g0PEAAY","131062004427W300","Y","0.34167","0","09-MAY-18","Item Updated"
"a8k16000000g004AAA","131062504825W300","Y","0.3023","0","09-MAY-18","Item Updated"
"a8k16000000fyHKAAY","131062904927W302","Y","0.35488","0","09-MAY-18","Item Updated"
"a8k16000000fzfLAAQ","131063004820W300","Y","0.0023","36.03","09-MAY-18","Item Updated"
"a8k16000000fxUUAAY","131070304623W300","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g1X2AAI","131070505025W300","Y","0.2823","0","08-MAY-18","Item Updated"
"a8k16000000g21dAAA","131072204426W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g1tLAAQ","131072805223W300","Y","0.68982","0","09-MAY-18","Item Updated"
"a8k16000000fxZpAAI","131073404822W300","Y","0.03266","0","08-MAY-18","Item Updated"
"a8k16000000fy70AAA","131081505126W304","Y","0.19659","26.95","08-MAY-18","Item Updated"
"a8k16000000g1EDAAY","131081904919W303","Y","0.0823","0","08-MAY-18","Item Updated"
"a8k16000000fxamAAA","131082204923W300","Y","0.34133","0","09-MAY-18","Item Updated"
"a8k16000000fxZrAAI","131083404822W300","Y","0.0623","0","08-MAY-18","Item Updated"
"a8k16000000fzDkAAI","131090704423W300","Y","0.24775","0","08-MAY-18","Item Updated"
"a8k16000000g1k7AAA","131090704919W302","Y","0.0123","0","08-MAY-18","Item Updated"
"a8k16000000g21AAAQ","131092104925W303","Y","0.1712","24.09","08-MAY-18","Item Updated"
"a8k16000000g1WcAAI","131101004423W303","Y","0.43412","0","08-MAY-18","Item Updated"
"a8k16000000g0PHAAY","131102004427W300","Y","0.42927","0","09-MAY-18","Item Updated"
"a8k16000000g1mXAAQ","131102104925W302","Y","0.03146","0","08-MAY-18","Item Updated"
"a8k16000000g1uyAAA","131102204426W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g1lXAAQ","131103405123W302","Y","0.0423","0","09-MAY-18","Item Updated"
"a8k16000000g0XeAAI","131103504728W304","Y","0.28683","21.53","08-MAY-18","Item Updated"
"a8k16000000fxjhAAA","131103504822W300","Y","0.3023","0","08-MAY-18","Item Updated"
"a8k16000000fyBqAAI","131110104925W302","Y","0.01301","0","08-MAY-18","Item Updated"
"a8k16000000fxhgAAA","131110405025W303","Y","0","0","09-MAY-18","Item Updated"
"a8k1L000000KytSQAS","131110505025W302","Y","0.0023","113.5","08-MAY-18","Item Updated"
"a8k16000000fzcRAAQ","131111505223W300","Y","0.01","0","09-MAY-18","Item Updated"
"a8k16000000fyRCAAY","131112104925W300","Y","0.16553","23.19","08-MAY-18","Item Updated"
"a8k1L0000004CBwQAM","131112505124W302","Y","0.0023","22","08-MAY-18","Item Updated"
"a8k16000000g1IOAAY","131112704822W303","Y","0.0423","19.08","08-MAY-18","Item Updated"
"a8k1L0000004CAcQAM","131112905024W303","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fyFPAAY","131113304822W303","Y","0.09286","0","09-MAY-18","Item Updated"
"a8k16000000fxlaAAA","131120505025W300","Y","0.46533","0","08-MAY-18","Item Updated"
"a8k16000000fzoBAAQ","131121204627W303","Y","0.06011","0","09-MAY-18","Item Updated"
"a8k16000000g2BQAAY","131122004820W300","Y","0","45.49","09-MAY-18","Item Updated"
"a8k16000000fxUOAAY","131122704822W303","Y","0.0873","0","09-MAY-18","Item Updated"
"a8k16000000fzqiAAA","131122805220W300","Y","0.08801","0","08-MAY-18","Item Updated"
"a8k16000000g0M8AAI","131123004827W300","Y","0.68966","0","08-MAY-18","Item Updated"
"a8k16000000fyFTAAY","131123304822W302","Y","0.01838","17.54","08-MAY-18","Item Updated"
"a8k16000000fxjiAAA","131123504822W300","Y","0.0323","20.61","08-MAY-18","Item Updated"
"a8k16000000g14tAAA","131130905222W300","Y","0.09746","40.87","08-MAY-18","Item Updated"
"a8k16000000g0CGAAY","131131005125W302","Y","0.568","0","09-MAY-18","Item Updated"
"a8k16000000fxqhAAA","131132905024W303","Y","0.16985","36.06","09-MAY-18","Item Updated"
"a8k16000000fxleAAA","131140505025W302","Y","0.2223","0","08-MAY-18","Item Updated"
"a8k16000000g14sAAA","131140905222W300","Y","0.23902","18.73","08-MAY-18","Item Updated"
"a8k16000000fyFZAAY","131143304822W300","Y","0.05","0","09-MAY-18","Item Updated"
"a8k16000000fxjnAAA","131143504822W303","Y","0.0539","42.01","08-MAY-18","Item Updated"
"a8k16000000fxlfAAA","131150505025W300","Y","0.2923","0","08-MAY-18","Item Updated"
"a8k16000000g14rAAA","131150905222W300","Y","0.02208","222.59","08-MAY-18","Item Updated"
"a8k16000000fy1sAAA","131151104927W300","Y","0.2023","22.92","08-MAY-18","Item Updated"
"a8k16000000g1YLAAY","131153204925W300","Y","0.0023","23.23","08-MAY-18","Item Updated"
"a8k16000000g1lnAAA","131153405123W302","Y","0.0823","0","09-MAY-18","Item Updated"
"a8k16000000fy8rAAA","131160404927W300","Y","0.37076","21.99","09-MAY-18","Item Updated"
"a8k16000000fy8zAAA","131160504927W300","Y","0.29665","15.22","09-MAY-18","Item Updated"
"a8k16000000g0xKAAQ","131160704919W300","Y","0.3673","24.61","08-MAY-18","Item Updated"
"a8k16000000g0DsAAI","131161005125W302","Y","0.2923","0","08-MAY-18","Item Updated"
"a8k1L000000KyrxQAC","131162004820W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g1sKAAQ","132013404925W302","Y","0.33993","37.65","09-MAY-18","Item Updated"
"a8k16000000fxthAAA","132033504828W300","Y","0.53472","0","08-MAY-18","Item Updated"
"a8k16000000fxaWAAQ","132121204822W300","Y","0.7763","0","08-MAY-18","Item Updated"
"a8k16000000fxlbAAA","132130505025W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g1wGAAQ","132151204822W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g21YAAQ","132152204925W304","Y","0.2623","37.85","08-MAY-18","Item Updated"
"a8k16000000fzCBAAY","141010305020W300","Y","0.008","0","08-MAY-18","Item Updated"
"a8k16000000g0PMAAY","141022104427W300","Y","0.62667","0","09-MAY-18","Item Updated"
"a8k16000000g14cAAA","141022105223W302","Y","0.20794","19.26","08-MAY-18","Item Updated"
"a8k16000000g0WzAAI","141022304828W300","Y","0.39948","0","09-MAY-18","Item Updated"
"a8k16000000g1izAAA","141023504924W302","Y","0.10713","19.86","08-MAY-18","Item Updated"
"a8k16000000g1iyAAA","141030505127W300","Y","0.1173","29.39","08-MAY-18","Item Updated"
"a8k16000000fxUGAAY","141031304925W302","Y","0.04633","0","08-MAY-18","Item Updated"
"a8k16000000fy5MAAQ","141031404927W300","Y","0.2423","21.15","08-MAY-18","Item Updated"
"a8k16000000g1tMAAQ","141032805223W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fxwGAAQ","141040704924W302","Y","0.03263","0","08-MAY-18","Item Updated"
"a8k16000000fyLGAAY","141043404927W300","Y","0","17.8","08-MAY-18","Item Updated"
"a8k16000000fy5OAAQ","141051404927W300","Y","0.4923","16.98","09-MAY-18","Item Updated"
"a8k16000000g1q1AAA","141051605223W300","Y","0.02563","0","10-MAY-18","Item Updated"
"a8k16000000g20SAAQ","141052105123W300","Y","0.05847","0","09-MAY-18","Item Updated"
"a8k16000000fy5PAAQ","141061404927W300","Y","0.62602","18.15","08-MAY-18","Item Updated"
"a8k16000000fy9JAAQ","141061604927W300","Y","0.2173","16","08-MAY-18","Item Updated"
"a8k16000000fxn9AAA","141062105125W302","Y","0.0523","0","08-MAY-18","Item Updated"
"a8k16000000fzzWAAQ","141071604627W300","Y","0.20944","15.82","08-MAY-18","Item Updated"
"a8k16000000g0PFAAY","141072004427W300","Y","0.34286","0","09-MAY-18","Item Updated"
"a8k16000000g051AAA","141072105026W300","Y","0.05693","118.48","09-MAY-18","Item Updated"
"a8k16000000fyL4AAI","141080204928W300","Y","0.3881","0","08-MAY-18","Item Updated"
"a8k16000000fxy0AAA","141080404927W303","Y","0.418","0","08-MAY-18","Item Updated"
"a8k16000000fzbyAAA","141081904820W302","Y","0.01904","152.96","09-MAY-18","Item Updated"
"a8k16000000fxlkAAA","141090705025W300","Y","0.3423","0","09-MAY-18","Item Updated"
"a8k16000000g0FjAAI","141092304927W300","Y","0.4523","0","08-MAY-18","Item Updated"
"a8k16000000fyLHAAY","141093404927W302","Y","0.3423","0","08-MAY-18","Item Updated"
"a8k16000000fzPQAAY","141102104920W300","Y","0.38731","48.36","08-MAY-18","Item Updated"
"a8k16000000fyHCAAY","141102704927W300","Y","0.35825","0","08-MAY-18","Item Updated"
"a8k16000000fyLIAAY","141103404927W302","Y","0.0873","23.89","08-MAY-18","Item Updated"
"a8k16000000fyL8AAI","141110204928W302","Y","0.25836","0","09-MAY-18","Item Updated"
"a8k16000000fyDAAAY","141111604927W304","Y","0.62028","0","08-MAY-18","Item Updated"
"a8k16000000g0FkAAI","141112304927W300","Y","0.5523","0","08-MAY-18","Item Updated"
"a8k16000000g1laAAA","141113405123W300","Y","0.043","0","09-MAY-18","Item Updated"
"a8k16000000fyWgAAI","141120104822W300","Y","0.03501","83.58","09-MAY-18","Item Updated"
"a8k16000000fxUoAAI","141121004924W302","Y","0.16019","0","08-MAY-18","Item Updated"
